Hours_Studied,Attendance,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Physical_Activity,Exam_Score,Access_to_Resources_Encoded,Parental_Involvement_Encoded,Motivation_Level_Encoded,Family_Income_Encoded,Teacher_Quality_Encoded,Peer_Influence_Encoded,Parental_Education_Level_Encoded,Distance_from_Home_Encoded,Extracurricular_Activities_Encoded,Internet_Access_Encoded,Learning_Disabilities_Encoded,School_Type_Encoded,Gender_Encoded
16.0,67,8,98,0.0,3,63.0,2,3,2,1,1,2,1,1,0,1,0,0,1
25.0,84,6,84,2.0,3,70.0,1,2,1,2,3,3,1,1,1,1,0,0,0
22.0,73,9,72,3.0,3,66.0,2,1,1,2,2,3,1,1,1,1,0,0,1
16.0,83,7,56,1.2926987210620042,3,68.0,3,2,1,3,2,3,1,1,1,1,0,0,1
25.0,73,8,69,3.0,3,66.0,1,1,2,2,2,3,1,1,0,1,0,1,1
22.0,63,8,83,3.0,1,63.0,1,1,2,2,2,1,2,1,0,1,0,1,0
25.0,69,9,98,1.0,3,66.0,2,3,2,1,2,1,2,2,1,1,1,0,1
24.0,68,6,74,1.0,3,65.0,2,2,2,2,2,2,1,1,1,1,0,0,1
15.0,77,8,85,1.0,2,66.0,2,2,3,1,2,3,3,2,1,1,0,0,0
17.0,86,4,60,2.0,3,67.0,1,3,3,3,1,3,2,2,1,1,1,1,1
24.0,71,7,81,0.0,3,66.0,2,2,2,1,2,3,1,1,1,1,0,1,0
24.0,60,6,62,1.2926987210620042,3,63.0,2,1,3,1,3,1,1,1,0,1,0,0,1
20.0,81,5,60,3.0,4,66.0,2,2,1,2,2,3,1,1,1,1,1,0,0
21.0,84,6,75,1.0,3,67.0,2,2,1,3,2,3,2,2,0,0,0,0,0
28.0,99,6,61,1.0,3,71.0,2,2,2,1,2,3,1,1,1,0,0,0,0
16.0,84,7,86,1.0,2,67.0,3,2,2,1,2,2,1,1,1,1,0,1,1
23.0,79,6,97,1.0,4,69.0,3,2,2,3,1,2,1,2,1,1,0,0,0
19.0,83,7,70,2.0,4,67.0,2,2,2,1,2,1,3,1,1,1,1,0,1
19.0,97,6,66,2.0,2,72.0,2,3,3,2,2,3,2,2,1,1,0,1,1
27.0,93,6,59,2.0,4,70.0,1,3,3,1,2,1,1,1,0,1,0,1,1
25.0,73,7,70,0.0,4,67.0,3,2,1,1,2,2,3,2,1,1,0,1,0
25.0,69,7,78,0.0,3,64.0,3,1,2,1,3,1,1,3,1,1,0,0,1
28.0,71,8,69,1.0,1,67.0,2,2,3,2,3,2,2,2,0,1,0,1,1
20.0,80,8,81,3.0,4,69.0,3,1,2,2,2,1,3,1,0,1,0,1,0
24.0,90,7,83,0.0,3,68.0,1,1,2,1,2,3,2,1,0,1,0,1,0
18.0,80,8,55,2.0,3,63.0,2,2,1,1,1,2,1,2,0,1,0,0,0
22.0,63,7,85,1.2926987210620042,3,68.0,3,2,2,3,3,1,2,1,1,1,0,0,1
19.0,89,7,95,0.0,3,70.0,2,3,2,2,2,3,1,1,1,1,0,0,0
21.0,92,8,51,0.0,2,66.0,1,2,1,2,2,2,2,2,1,1,0,0,0
24.0,72,6,78,0.0,6,68.0,3,3,3,1,3,1,1,1,0,1,0,0,1
15.0,87,4,80,0.0,3,67.0,1,3,3,1,2,3,2,1,1,1,0,1,0
33.0,77,5,85,0.0,5,69.0,3,1,2,1,2,2,1,3,1,1,0,1,1
14.0,96,9,69,0.0,3,66.0,1,2,3,2,2,1,2,1,1,1,1,1,1
13.0,94,7,91,3.0,3,68.0,2,2,1,1,2,2,1,1,1,1,0,0,0
27.0,81,7,77,2.0,2,69.0,2,2,2,2,1,2,3,2,1,1,1,0,1
25.0,88,7,70,1.0,3,70.0,2,2,1,2,2,3,3,2,1,1,0,1,0
24.0,95,8,86,1.0,3,74.0,3,2,3,2,3,2,2,1,1,1,0,1,0
24.0,80,7,96,0.0,0,70.0,3,2,3,1,3,3,2,2,1,1,0,0,1
20.0,73,7,91,1.0,2,66.0,2,2,1,2,3,2,3,2,1,1,0,0,0
15.0,90,8,97,1.0,3,69.0,2,3,2,1,3,1,2,1,1,1,0,1,1
20.0,69,6,63,0.0,3,64.0,3,2,1,1,2,1,3,1,0,1,0,0,0
16.0,76,8,56,1.0,1,62.0,3,1,2,1,2,3,1,1,1,0,0,0,0
26.0,95,7,77,0.0,3,70.0,3,1,2,2,2,2,1,2,0,1,0,0,1
19.0,89,7,52,2.0,4,68.0,2,3,2,2,2,1,1,2,1,1,0,0,0
15.0,76,6,84,0.0,3,65.0,2,2,1,2,3,2,2,1,1,1,0,0,1
18.0,69,7,62,3.0,3,65.0,3,3,1,2,2,3,1,2,0,1,0,0,0
22.0,74,6,73,3.0,4,71.0,3,3,1,3,3,3,3,2,1,1,0,0,1
17.0,71,9,83,2.0,5,66.0,2,3,1,2,2,2,1,1,1,1,0,0,0
15.0,67,4,74,0.0,3,61.0,2,2,2,1,2,1,2,2,0,1,0,0,0
21.0,90,8,62,2.0,5,67.0,2,1,1,2,3,1,1,1,1,1,1,0,0
21.0,70,4,94,0.0,2,65.0,3,1,2,1,3,2,2,3,1,1,0,1,0
17.0,78,8,88,0.0,3,65.0,3,2,2,1,2,1,1,1,0,1,0,0,1
17.0,75,6,80,1.0,5,65.0,3,2,2,1,2,3,1,2,1,0,0,1,0
21.0,99,8,85,1.2926987210620042,4,73.0,2,2,3,2,2,3,1,2,0,1,0,0,0
11.0,76,7,71,1.0,2,62.0,2,2,2,2,1,2,2,1,1,0,0,0,0
12.0,63,5,69,0.0,2,60.0,3,2,1,2,3,1,2,2,1,1,0,0,1
16.0,64,9,58,1.0,3,61.0,2,1,1,2,2,3,2,2,1,1,0,0,1
19.0,84,8,90,2.0,3,67.0,2,1,3,1,2,2,3,3,1,1,0,1,0
22.0,84,8,69,3.0,4,70.0,2,3,2,2,3,2,2,1,0,0,0,1,0
29.0,77,6,85,1.0,1,69.0,3,1,2,2,2,3,2,1,0,1,0,0,0
25.0,77,8,65,0.0,5,66.0,1,2,3,2,2,3,2,3,1,0,0,0,1
19.0,62,5,90,2.0,3,64.0,2,2,1,1,3,3,2,2,0,1,0,0,0
20.0,81,4,55,1.0,2,68.0,2,3,2,3,2,3,3,2,1,1,0,1,0
14.0,80,5,81,1.0,4,67.0,2,3,2,1,2,3,3,3,1,1,0,0,1
20.0,66,6,90,0.0,1,64.0,2,2,3,2,2,2,2,1,0,1,0,0,1
18.0,64,6,83,2.0,2,65.0,2,2,3,1,2,3,2,1,1,1,0,0,0
22.0,65,6,85,2.0,3,66.0,3,1,2,3,2,3,3,1,1,1,1,0,1
15.0,64,6,76,2.0,4,63.0,2,2,3,2,2,3,1,1,1,1,1,1,1
23.0,84,6,78,2.0,2,68.0,2,3,1,1,1,1,1,2,1,1,0,0,1
29.0,68,4,53,1.0,4,66.0,3,2,2,2,2,1,1,3,1,1,0,1,0
19.0,70,7,63,3.0,5,63.0,2,2,1,1,1,2,1,1,0,0,0,0,0
22.0,67,7,86,1.0,3,63.0,2,1,1,1,2,3,1,2,0,1,0,0,1
24.0,98,6,97,1.0,4,74.0,2,3,2,2,2,3,2,3,1,1,0,0,0
18.0,94,9,77,1.0,2,70.0,3,2,1,2,3,3,2,2,1,1,0,0,0
21.0,69,7,86,2.0,3,68.0,3,3,2,1,2,2,1,1,1,1,0,1,0
20.0,73,7,84,0.0,4,66.0,2,2,2,2,2,2,3,2,1,1,0,0,1
21.0,68,8,100,0.0,4,63.0,1,2,1,2,2,3,1,3,0,1,0,0,0
15.0,80,5,90,1.2926987210620042,3,67.0,3,1,2,1,2,3,2,3,0,1,0,0,1
20.0,61,7,81,1.0,3,62.0,2,2,2,2,1,2,1,2,0,1,0,0,0
23.0,87,8,56,1.0,3,71.0,3,3,2,2,3,3,3,2,0,1,0,0,0
29.0,81,7,68,2.0,4,72.0,2,3,2,2,2,2,3,1,0,1,0,0,0
26.0,96,5,63,1.0,2,72.0,2,2,2,3,2,3,3,1,1,0,0,1,0
33.0,67,6,93,0.0,3,68.0,2,2,3,1,3,2,1,3,1,1,0,0,1
15.0,92,7,72,1.0,5,66.0,1,2,1,2,2,1,1,1,1,1,0,0,1
25.0,92,4,77,0.0,3,70.0,2,2,2,1,2,3,1,1,0,1,0,0,0
21.0,65,5,98,2.0,4,66.0,1,2,3,1,2,3,3,1,1,0,0,1,0
33.0,76,10,92,1.0,3,72.0,2,2,1,3,2,3,3,1,1,1,0,1,1
15.0,67,8,89,0.0,4,64.0,2,3,1,3,3,2,1,2,1,1,0,0,1
15.0,70,9,57,1.0,3,63.0,2,3,2,2,2,1,1,1,0,1,0,1,1
16.0,71,8,51,0.0,2,61.0,2,2,2,1,2,1,3,3,0,1,0,0,1
7.0,82,8,56,0.0,2,62.0,3,3,2,1,2,1,1,3,1,1,0,1,0
17.0,76,7,87,1.0,4,68.0,3,2,3,2,3,3,1,1,0,1,0,0,1
15.0,98,8,71,1.0,3,68.0,2,1,1,2,2,3,1,1,1,1,0,0,0
21.0,65,9,56,1.0,5,63.0,2,1,3,2,2,3,1,2,0,1,0,0,0
22.0,99,8,87,1.0,4,70.0,1,2,1,2,2,2,1,2,1,1,0,1,1
31.0,69,7,60,1.0,3,68.0,1,3,2,1,2,2,3,1,1,1,0,0,1
26.0,91,7,79,1.0,5,72.0,2,3,2,1,2,2,1,1,1,1,0,1,1
17.0,74,8,87,1.2926987210620042,3,67.0,2,2,2,1,1,3,2,1,1,1,0,0,0
15.0,66,6,80,1.0,1,61.0,3,1,2,1,2,2,2,1,0,0,0,1,0
23.0,94,8,100,0.0,3,69.0,2,1,2,1,2,2,3,1,0,0,0,0,0
12.0,72,6,72,2.0,2,61.0,1,2,3,1,3,1,1,2,1,1,0,1,1
31.0,86,6,66,3.0,3,75.0,3,3,2,2,2,3,2,2,1,1,0,0,0
27.0,83,5,60,0.0,2,68.0,1,3,2,3,1,2,2,2,0,1,0,0,1
17.0,79,6,75,1.0,4,65.0,1,2,1,2,3,2,1,1,1,1,0,0,0
10.0,80,6,93,1.2926987210620042,3,67.0,2,3,3,2,2,1,2,2,1,1,0,0,1
28.0,89,10,97,3.0,6,75.0,3,2,3,2,1,1,1,1,1,1,0,0,1
19.0,64,6,99,1.0,3,64.0,2,1,2,2,2,3,2,1,0,1,0,0,0
27.0,87,8,77,1.0,4,70.0,2,2,2,1,3,2,1,2,0,1,0,0,0
10.0,96,6,80,0.0,4,67.0,3,3,2,2,2,2,1,2,0,0,0,0,1
16.0,62,7,79,2.0,3,63.0,2,2,1,2,2,2,1,1,1,1,0,0,0
20.0,66,7,73,1.0,4,65.0,3,3,2,2,2,1,2,1,0,1,0,0,1
20.0,89,4,58,1.0,3,67.0,2,2,2,2,2,3,1,3,1,1,0,0,1
17.0,77,5,53,2.0,3,67.07012148239274,3,1,2,3,2,2,2,1,1,1,0,0,0
24.0,76,6,72,3.0,3,67.0,3,1,3,2,3,2,1,2,0,1,1,0,1
14.0,65,5,59,1.0,4,63.0,2,3,1,3,2,3,3,3,0,1,0,0,0
19.0,80,7,94,0.0,3,66.0,2,2,2,2,1,2,2,2,0,1,0,0,1
21.0,65,7,88,2.0,1,65.0,3,3,1,1,2,2,1,1,0,1,0,1,0
23.0,79,5,81,1.0,3,67.0,2,2,2,2,2,2,1,1,0,1,0,1,1
24.0,91,7,52,0.0,4,69.0,2,2,1,3,3,2,2,1,0,1,0,0,0
13.0,70,6,81,2.0,2,66.0,3,3,2,2,1,3,3,1,0,1,0,0,0
11.0,79,7,81,1.0,2,64.0,2,2,2,3,2,2,1,2,1,1,0,0,0
28.0,100,6,72,1.0,2,73.0,1,3,2,1,2,1,3,1,1,1,0,0,1
22.0,87,8,83,1.0,1,66.0,2,1,1,1,2,2,2,3,0,1,0,0,0
16.0,94,9,93,1.0,4,68.0,2,2,1,1,2,1,3,1,0,1,0,0,1
29.0,77,8,88,0.0,4,70.0,1,3,1,2,3,3,2,2,1,1,0,0,0
21.0,91,9,74,2.0,2,69.0,2,3,2,1,1,1,1,1,0,1,0,1,1
27.0,62,5,63,1.2926987210620042,4,67.0,3,2,1,3,2,1,1,1,1,1,0,0,1
20.0,65,6,74,0.0,3,62.0,1,2,1,2,2,3,2,2,0,1,0,1,0
32.0,68,8,97,1.0,2,68.0,1,2,3,1,2,3,1,1,0,1,0,0,0
31.0,76,9,91,1.0,4,72.0,3,2,2,1,2,2,3,1,1,1,0,1,0
19.0,94,8,51,3.0,5,69.0,2,1,2,2,1,3,3,1,0,1,0,1,0
26.0,74,5,89,3.0,2,66.0,1,1,1,3,3,1,1,1,0,1,0,1,0
24.0,86,6,59,1.0,3,70.0,3,3,2,1,2,3,1,2,0,1,0,0,1
28.0,88,8,79,0.0,3,71.0,2,3,2,2,2,3,1,3,0,1,0,0,0
14.0,83,7,90,0.0,3,65.0,2,2,2,1,1,1,2,1,1,1,0,0,1
24.0,74,6,78,3.0,3,70.0,2,3,2,1,3,3,2,1,1,1,0,0,1
26.0,83,7,70,2.0,4,65.0,1,1,3,2,3,1,1,2,0,0,1,0,0
9.0,74,7,66,1.0,3,62.0,3,2,1,3,3,2,1,3,0,1,0,1,1
13.0,63,5,65,2.0,2,62.0,2,3,2,3,2,2,1,3,1,1,0,1,0
8.0,100,8,92,1.0,3,70.0,2,3,2,2,3,2,3,2,1,1,0,0,1
18.0,65,6,91,1.2926987210620042,3,66.0,3,2,2,1,2,2,2,1,1,0,0,1,0
24.0,63,7,91,1.2926987210620042,4,67.0,1,3,1,1,2,3,1,1,1,1,0,1,1
29.0,95,9,64,1.0,3,72.0,1,2,2,2,3,3,1,1,0,1,0,0,1
20.0,72,7,90,0.0,3,66.0,1,3,1,1,3,1,3,1,1,1,0,1,1
30.0,86,8,52,2.0,2,68.0,1,2,2,2,2,1,2,2,1,1,1,0,1
12.0,73,5,60,1.0,4,62.0,2,3,2,1,2,1,1,2,0,1,0,0,0
10.0,76,8,76,2.0,3,64.0,2,1,2,3,3,3,3,2,1,1,1,1,0
20.0,70,8,70,0.0,5,65.0,2,2,2,1,2,2,3,1,0,1,0,0,1
22.0,74,6,56,1.2926987210620042,3,66.0,1,2,1,2,3,1,3,2,1,1,0,0,0
20.0,76,7,52,2.0,3,64.0,1,2,2,1,3,2,1,1,0,1,0,1,1
8.0,89,7,81,1.2926987210620042,3,67.0,3,2,1,1,2,2,2,1,1,1,0,0,0
19.0,80,7,66,1.2926987210620042,4,69.0,2,3,1,2,2,1,2,1,1,1,0,0,1
12.0,98,8,51,0.0,5,68.0,2,3,2,2,1,3,3,2,1,1,0,0,0
24.0,62,6,72,2.0,4,64.0,2,2,3,1,1,2,1,1,0,1,0,0,0
22.0,80,7,65,2.0,2,68.0,2,3,2,3,2,2,1,2,1,1,0,1,1
14.0,83,9,79,1.0,3,64.0,1,1,2,2,1,3,1,1,1,1,0,0,0
17.0,97,9,96,0.0,1,71.0,3,2,3,3,2,1,3,1,0,1,0,0,0
14.0,62,8,65,3.0,2,61.0,3,3,1,1,2,1,1,3,1,1,0,0,0
20.0,83,7,100,1.2926987210620042,3,68.0,2,1,2,1,2,1,2,1,0,1,0,0,0
26.0,94,10,54,2.0,5,73.0,2,3,1,3,2,2,1,1,1,1,0,0,0
14.0,70,9,54,3.0,1,64.0,2,3,2,2,2,3,2,1,1,0,0,0,0
23.0,95,7,86,3.0,4,72.0,2,2,2,1,2,3,3,3,1,1,1,0,0
17.0,61,7,87,1.2926987210620042,3,65.0,2,2,3,2,2,2,1,1,1,1,0,0,0
15.0,89,6,71,1.0,4,68.0,2,2,2,2,3,3,1,1,1,1,0,0,1
19.0,97,8,64,2.0,3,71.0,1,3,2,1,3,3,1,1,1,1,0,0,0
14.0,86,8,90,3.0,3,65.0,1,2,2,2,2,1,3,1,1,0,1,0,0
17.0,78,8,98,2.0,2,66.0,2,2,1,2,2,3,1,1,0,1,0,1,0
13.0,62,7,99,1.2926987210620042,1,63.0,3,1,2,2,1,3,3,2,0,1,0,0,1
32.0,97,5,82,1.0,3,74.0,3,2,2,2,2,2,1,2,0,1,0,0,0
20.0,79,7,87,2.0,4,66.0,1,3,1,2,3,2,1,1,1,0,1,1,1
16.0,61,8,91,2.0,3,63.0,1,2,3,2,3,2,2,2,0,1,0,0,0
21.0,88,6,90,2.0,4,72.0,2,3,3,3,2,2,1,2,1,1,0,1,0
19.0,79,7,100,1.0,2,69.0,3,2,1,3,3,3,2,3,0,1,0,0,1
19.0,65,9,91,1.0,4,67.0,3,2,2,2,3,3,2,1,1,1,0,0,0
24.0,69,5,83,3.0,3,66.0,3,1,1,1,2,2,1,1,0,1,0,1,0
25.0,63,7,69,0.0,5,64.0,2,3,2,1,3,1,1,2,0,1,0,1,1
17.0,83,9,80,1.2926987210620042,2,67.0,2,1,2,2,3,1,2,1,0,1,0,0,1
17.0,85,7,94,1.2926987210620042,3,69.0,1,2,3,1,2,3,2,1,0,1,0,0,1
18.0,80,6,65,2.0,2,65.0,1,2,2,1,3,1,2,1,1,1,0,0,1
6.0,93,7,52,0.0,2,64.0,2,2,3,2,2,2,2,1,0,1,0,0,1
11.0,94,8,66,1.0,4,65.0,1,2,3,3,1,2,1,1,1,0,0,0,1
28.0,85,7,98,2.0,1,72.0,3,2,2,1,3,3,1,1,1,1,1,1,0
30.0,61,8,90,2.0,2,66.0,3,1,2,1,3,1,1,2,1,1,0,0,1
19.0,88,7,59,2.0,3,66.0,1,2,2,1,2,2,2,1,0,1,0,0,1
23.0,77,7,51,1.0,3,67.0,3,3,2,1,1,3,2,2,1,1,0,1,0
22.0,83,8,83,1.0,3,69.0,2,2,3,3,2,1,3,2,1,1,1,1,0
19.969226081657524,86,7,79,3.0,3,73.0,3,1,1,1,2,1,1,1,1,1,0,0,0
27.0,74,6,54,3.0,3,69.0,3,2,2,2,2,2,2,1,0,1,0,0,1
19.0,97,8,98,1.0,4,68.0,1,2,2,1,2,2,1,1,0,1,1,1,0
14.0,65,7,81,1.0,3,61.0,2,1,2,1,2,3,1,2,1,1,0,0,1
10.0,87,6,83,0.0,4,63.0,1,2,2,1,2,3,1,1,1,0,0,0,0
21.0,60,8,93,0.0,2,63.0,3,2,1,1,2,3,1,3,1,1,0,0,1
15.0,97,9,67,1.0,2,68.0,2,1,2,1,3,2,2,1,1,1,0,0,0
11.0,65,7,78,2.0,3,63.0,3,2,2,1,2,2,3,1,0,1,0,0,1
16.0,64,7,79,3.0,4,66.0,2,3,2,2,2,3,3,1,1,1,1,1,1
14.0,73,5,98,2.0,4,65.0,2,3,2,1,2,1,1,2,1,1,0,0,1
30.0,75,7,57,0.0,1,68.0,3,3,3,1,2,2,2,1,0,1,1,0,1
25.0,69,7,88,0.0,4,66.0,2,2,3,1,2,1,2,1,1,1,0,0,1
20.0,83,7,79,2.0,5,66.0,1,1,1,2,2,3,3,2,0,0,0,0,0
29.0,78,6,92,2.0,4,70.0,2,3,2,1,2,1,1,1,0,1,0,1,0
20.0,61,8,92,0.0,2,61.0,1,1,2,2,2,1,1,1,1,1,0,0,1
15.0,73,7,51,2.0,3,61.0,1,2,2,1,3,1,1,2,1,1,0,1,0
29.0,92,10,63,1.0,4,71.0,2,2,3,1,3,1,1,2,1,1,0,1,0
23.0,88,7,59,1.0,2,67.0,2,1,2,2,2,1,1,1,1,1,0,0,0
14.0,89,4,73,2.0,3,70.0,3,3,2,2,3,1,2,1,1,1,0,0,0
19.0,88,5,95,2.0,4,69.0,2,3,2,1,2,1,2,2,0,1,0,1,0
15.0,72,8,50,2.0,4,65.0,3,3,2,2,2,2,1,1,0,1,0,0,1
12.0,64,6,74,0.0,2,61.0,1,3,3,2,2,3,1,2,1,1,0,0,0
26.0,71,6,94,3.0,4,68.0,1,2,1,1,2,3,3,1,0,1,0,0,0
31.0,93,5,96,2.0,2,74.0,1,3,2,1,2,3,1,1,1,1,0,0,0
12.0,99,6,83,1.0,3,67.0,2,2,1,2,2,1,1,1,0,1,0,0,1
23.0,80,7,91,1.2926987210620042,1,70.0,2,2,1,3,2,1,1,1,1,1,0,0,1
16.0,60,8,66,1.0,2,59.0,2,1,1,3,3,2,1,2,1,1,1,1,1
17.0,66,5,64,0.0,2,64.0,3,3,1,2,3,2,2,1,0,1,0,1,0
16.0,73,8,52,2.0,4,66.0,2,3,2,2,3,3,2,1,1,1,0,0,1
15.0,83,5,75,1.0,3,63.0,1,1,2,2,2,2,1,3,1,1,0,0,1
20.0,63,8,73,0.0,3,61.0,1,1,1,3,2,2,2,1,1,1,0,0,1
15.0,98,8,69,2.0,4,68.0,3,1,1,1,2,2,1,2,1,1,0,0,1
22.0,75,6,56,3.0,3,65.0,2,2,1,2,2,3,1,3,0,1,0,1,0
20.0,97,5,62,1.0,4,69.0,3,2,2,2,2,2,1,3,0,1,0,1,0
19.0,91,8,60,2.0,4,68.0,1,3,2,1,2,2,1,2,1,1,0,1,0
15.0,90,6,97,2.0,2,69.0,1,2,1,3,3,3,1,1,1,1,0,0,0
17.0,84,7,98,1.0,2,67.0,1,2,3,1,3,2,2,3,1,1,0,0,1
25.0,85,8,50,1.0,1,70.0,3,3,3,3,2,2,2,2,0,1,0,0,1
23.0,86,8,59,1.0,3,68.0,2,2,1,1,2,2,3,2,1,1,0,0,1
14.0,85,6,94,0.0,4,67.0,2,2,1,3,2,3,2,1,0,1,0,0,0
21.0,82,7,52,1.2926987210620042,3,67.0,2,3,2,1,2,2,1,3,0,1,0,0,0
25.0,99,6,97,0.0,3,75.0,2,3,3,2,2,3,2,2,1,1,0,0,0
10.0,89,8,69,3.0,4,63.0,1,1,1,1,2,1,2,2,1,1,0,0,0
23.0,91,9,77,1.0,5,70.0,2,1,3,1,2,3,1,1,0,1,0,0,0
16.0,95,6,88,2.0,4,70.0,1,2,1,3,3,3,1,1,1,1,0,0,1
23.0,69,7,62,1.0,4,64.0,3,2,2,2,2,2,1,3,1,1,1,0,0
15.0,63,8,55,0.0,3,59.0,1,2,1,2,1,2,2,1,0,1,0,0,1
9.0,79,7,90,1.0,3,63.0,1,2,3,3,1,2,1,1,0,1,0,0,0
10.0,81,8,99,2.0,4,67.0,2,3,2,2,2,3,3,2,1,0,0,0,1
20.0,93,7,83,0.0,2,68.0,3,1,2,2,2,1,1,1,1,1,1,1,0
22.0,78,5,91,0.0,3,68.0,2,2,1,2,3,1,3,1,1,1,0,1,0
15.0,83,7,97,2.0,2,67.07012148239274,2,2,2,1,3,2,1,1,0,1,0,1,1
24.0,81,9,61,1.0,4,66.0,1,2,2,1,1,3,2,1,0,1,0,0,1
10.0,62,7,68,3.0,3,61.0,1,2,3,2,2,2,3,1,0,1,0,0,0
20.0,85,9,61,2.0,3,70.0,2,3,3,3,2,3,2,1,0,1,0,0,0
13.0,93,4,53,1.0,1,65.0,1,1,3,2,1,3,3,1,1,1,0,0,0
16.0,66,8,87,3.0,2,64.0,2,1,3,2,2,3,1,2,1,1,0,0,1
20.0,84,6,57,2.0,4,69.0,3,2,3,2,2,3,1,3,1,1,0,0,1
15.0,84,6,55,1.0,2,64.0,3,2,1,2,2,1,1,1,0,1,0,1,0
18.0,67,9,68,2.0,2,61.0,1,1,1,1,3,1,3,1,1,1,0,1,0
26.0,65,7,53,3.0,2,64.0,2,1,1,3,2,3,1,1,0,1,0,0,1
17.0,99,6,59,0.0,3,68.0,3,2,2,2,2,2,1,2,0,1,0,0,0
25.0,76,8,53,1.0,3,67.0,3,2,3,3,3,3,1,3,0,1,1,0,1
13.0,69,4,94,3.0,3,62.0,1,3,2,1,1,3,1,1,0,1,1,0,0
23.0,67,9,89,2.0,2,66.0,2,2,2,1,3,2,1,1,1,1,0,0,1
29.0,87,10,93,1.0,4,72.0,3,2,3,1,2,2,1,2,1,1,0,0,0
5.0,84,8,93,1.2926987210620042,3,68.0,2,2,3,3,3,3,2,2,1,1,0,0,0
15.0,86,8,97,1.2926987210620042,3,71.0,3,2,2,3,2,3,1,1,1,1,0,0,0
23.0,64,7,59,3.0,2,65.0,2,2,3,2,2,3,1,2,1,1,0,0,1
19.0,96,5,95,2.0,3,68.0,1,2,1,2,1,2,1,2,1,0,0,1,1
22.0,76,9,76,2.0,5,65.0,1,2,2,1,3,2,1,3,0,1,0,0,1
16.0,73,8,58,1.0,4,64.0,1,3,2,2,2,2,1,1,1,1,0,0,1
21.0,78,8,83,2.0,4,65.0,1,2,2,2,2,3,1,3,0,1,1,0,0
19.0,76,8,66,0.0,4,65.0,3,3,1,1,3,1,1,1,1,1,1,1,0
27.0,95,7,52,3.0,3,73.0,2,3,3,2,3,1,2,2,0,1,0,1,1
22.0,97,6,54,1.0,3,72.0,3,2,2,1,3,3,3,1,1,1,0,0,0
22.0,72,10,71,1.0,1,64.0,2,1,2,2,2,1,2,1,1,1,0,1,0
18.0,95,7,91,0.0,4,69.0,2,2,1,1,2,3,3,2,1,1,1,0,0
17.0,91,6,66,1.0,3,69.0,2,2,3,3,2,3,1,1,0,1,0,1,0
17.0,97,9,88,0.0,2,70.0,3,2,2,2,2,3,1,1,1,0,0,0,0
22.0,70,7,53,1.0,3,67.07012148239274,2,1,1,1,2,3,1,1,0,1,0,0,1
17.0,83,7,70,3.0,5,68.0,2,3,1,1,2,2,3,1,0,1,0,1,1
22.0,71,9,56,1.0,3,67.07012148239274,3,1,3,1,3,2,2,1,1,1,1,0,1
32.0,93,8,93,1.0,3,75.0,2,2,3,2,3,1,3,3,1,1,0,0,1
25.0,60,8,98,1.0,5,67.0,3,1,2,2,2,2,3,1,0,1,0,0,1
18.0,83,5,66,0.0,4,69.0,3,2,2,3,2,3,3,1,1,1,0,1,0
27.0,74,8,99,3.0,4,71.0,2,3,3,2,2,3,1,1,0,0,0,0,0
18.0,73,5,88,1.0,5,66.0,1,2,2,2,2,3,2,1,1,1,0,0,1
8.0,86,6,50,1.0,2,65.0,3,2,3,2,2,3,2,1,0,1,0,0,0
14.0,94,7,74,1.0,5,70.0,2,3,2,3,2,3,2,1,0,1,0,1,0
9.0,84,7,92,1.0,4,66.0,1,3,3,1,3,1,3,1,0,1,0,0,0
18.0,94,8,77,3.0,4,74.0,2,3,2,2,3,3,3,1,1,1,0,0,0
20.0,71,8,77,0.0,4,66.0,2,3,2,3,2,2,1,2,0,1,0,1,0
30.0,81,8,72,0.0,2,68.0,3,2,1,1,2,2,1,2,0,1,0,0,0
22.0,78,5,70,2.0,1,68.0,3,2,2,1,2,3,2,1,1,1,0,0,0
19.0,60,10,51,0.0,3,62.0,3,2,2,2,2,3,2,1,0,1,1,0,1
25.0,82,7,81,2.0,2,71.0,3,2,2,2,2,2,3,2,1,1,0,1,0
7.0,86,9,88,2.0,2,63.0,1,2,2,1,2,1,2,1,0,1,0,0,1
21.0,84,4,90,2.0,3,69.0,3,3,2,2,1,2,1,3,0,1,0,0,0
25.0,89,7,81,3.0,0,71.0,2,2,3,2,2,1,2,1,1,1,0,0,0
11.0,83,5,67,1.0,2,66.0,1,3,2,2,2,3,3,1,1,1,0,0,0
27.0,63,6,51,0.0,2,64.0,3,2,1,1,2,3,3,2,0,1,0,0,0
22.0,65,7,95,3.0,2,65.0,2,2,1,1,2,3,1,2,1,1,0,0,1
18.0,84,6,71,1.2926987210620042,2,69.0,3,2,2,2,1,3,1,1,0,1,0,0,1
24.0,71,9,80,2.0,3,66.0,1,2,2,2,3,3,1,1,0,1,0,1,1
34.0,63,10,60,1.0,4,67.0,3,2,1,2,2,1,1,1,1,1,0,0,1
21.0,77,6,57,1.2926987210620042,5,65.0,1,2,2,1,2,1,1,3,1,1,0,0,0
21.0,82,6,54,3.0,2,65.0,1,1,3,1,2,1,2,2,1,1,0,0,0
17.0,73,5,90,1.0,4,67.0,2,3,3,1,2,3,1,1,0,1,0,1,0
15.0,89,9,82,1.0,3,66.0,2,1,1,2,2,2,2,1,1,1,0,0,0
